Hotel_ID,Hotel_Name,City,Province,Latitude,Longitude,Year,Month,Avg_Occupancy_%,Room_Rate_PKR,Total_Rooms,Rooms_Booked,Customer_Type,Booking_Source,Staff_Count,Amenities_Count,Customer_Rating,Total_Revenue,Foreign_Visitors,Local_Visitors
HTL0360,Pearl Continental_360,Peshawar,Punjab,28.6367,71.5511,2021,2,7.9,13176,114,9,Business,Walk-in,46,29,2.9,118584,5,4
HTL0361,Pearl Continental_361,Karachi,Islamabad Capital Territory,36.6116,72.662,2021,1,37.5,22216,277,104,Business,Travel Agency,99,11,3.7,2310464,67,37
HTL0362,Marriott_362,Multan,Balochistan,36.835,72.8352,2021,4,38.9,16522,180,70,Individual,Walk-in,26,28,3.4,1156540,31,39
HTL0363,Pearl Continental_363,Rawalpindi,Balochistan,29.8301,63.6622,2020,9,46.9,16059,162,76,Business,Booking.com,23,23,3.1,1220484,11,65
HTL0364,Ramada_364,Faisalabad,Balochistan,28.121,60.2453,2024,9,72.7,23900,271,197,Business,Travel Agency,49,25,2.7,4708300,140,57
HTL0365,Pearl Continental_365,Rawalpindi,Islamabad Capital Territory,29.7926,63.733,2020,6,26.8,15148,299,80,Business,Travel Agency,36,25,4.9,1211840,45,35
HTL0366,Ramada_366,Multan,KPK,30.6112,65.2555,2021,12,4.0,23621,247,10,Business,Walk-in,99,9,2.8,236210,5,5
HTL0367,Pearl Continental_367,Peshawar,Balochistan,33.3926,65.4503,2023,6,36.6,19876,131,48,Individual,Booking.com,53,19,3.9,954048,40,8
HTL0368,Ramada_368,Multan,Punjab,28.2403,69.4641,2020,9,99.0,19877,206,204,Tour Group,Airbnb,136,28,3.4,4054908,194,10
HTL0369,Marriott_369,Lahore,Sindh,25.0772,62.8178,2022,4,59.6,22343,47,28,Business,Website,112,22,3.4,625604,17,11
HTL0370,Serena_370,Karachi,KPK,32.9431,63.8074,2020,5,100.0,24975,48,48,Individual,Travel Agency,39,18,4.0,1198800,29,19
HTL0371,Marriott_371,Multan,Islamabad Capital Territory,28.4614,70.6237,2023,7,45.7,15285,127,58,Individual,Travel Agency,149,8,4.4,886530,56,2
HTL0372,Marriott_372,Peshawar,Islamabad Capital Territory,36.4809,64.8126,2024,9,30.6,17390,134,41,Business,Walk-in,130,16,3.1,712990,3,38
HTL0373,Avari_373,Lahore,Sindh,24.8484,61.8039,2022,5,5.2,6618,213,11,Individual,Airbnb,90,6,3.3,72798,9,2
HTL0374,Faletti's_374,Karachi,Islamabad Capital Territory,33.0362,72.1065,2023,12,73.0,5149,189,138,Individual,Website,71,17,2.5,710562,17,121
HTL0375,Marriott_375,Peshawar,Islamabad Capital Territory,32.9575,69.3777,2020,4,22.6,12964,235,53,Individual,Booking.com,45,26,4.3,687092,24,29
HTL0376,Marriott_376,Quetta,Punjab,24.1506,60.3987,2020,12,63.6,7120,77,49,Family,Website,89,8,2.5,348880,11,38
HTL0377,Beach Luxury_377,Lahore,KPK,32.1351,70.0153,2022,1,47.8,21013,67,32,Business,Airbnb,146,17,2.8,672416,12,20
HTL0378,Hotel One_378,Quetta,Balochistan,28.3155,62.896,2024,4,8.1,15846,62,5,Family,Walk-in,18,9,2.6,79230,5,0
HTL0379,Beach Luxury_379,Lahore,Balochistan,34.9838,60.1574,2020,1,60.3,16798,78,47,Individual,Airbnb,52,18,4.5,789506,16,31
HTL0380,Hotel One_380,Quetta,Punjab,31.621,61.3646,2023,9,8.8,24892,249,22,Family,Booking.com,96,19,3.1,547624,13,9
HTL0381,Beach Luxury_381,Lahore,KPK,26.0526,72.5138,2023,4,52.7,19145,300,158,Individual,Walk-in,118,12,5.0,3024910,81,77
HTL0382,Hotel One_382,Lahore,Sindh,34.6091,61.0419,2024,3,41.7,14940,175,73,Tour Group,Walk-in,90,20,3.7,1090620,45,28
HTL0383,Beach Luxury_383,Multan,Islamabad Capital Territory,30.273,67.6487,2024,2,34.0,9523,47,16,Individual,Booking.com,27,30,3.8,152368,2,14
HTL0384,Avari_384,Multan,KPK,31.3789,66.079,2022,12,5.4,19778,167,9,Tour Group,Travel Agency,50,9,3.0,178002,8,1
HTL0385,Beach Luxury_385,Faisalabad,Islamabad Capital Territory,33.7141,71.0036,2021,8,62.5,12088,32,20,Family,Booking.com,32,24,4.8,241760,10,10
HTL0386,Avari_386,Quetta,Islamabad Capital Territory,25.12,61.4133,2024,3,67.4,19130,221,149,Tour Group,Airbnb,28,10,2.6,2850370,86,63
HTL0387,Faletti's_387,Multan,Balochistan,24.888,69.183,2021,6,24.5,3002,237,58,Family,Airbnb,12,14,4.9,174116,18,40
HTL0388,Beach Luxury_388,Multan,Sindh,34.388,63.4152,2024,5,91.4,17606,151,138,Business,Booking.com,107,26,4.3,2429628,109,29
HTL0389,Marriott_389,Peshawar,Sindh,29.8656,67.1532,2023,12,24.1,7686,286,69,Family,Website,126,10,4.0,530334,17,52
HTL0390,Hotel One_390,Islamabad,Balochistan,27.4719,64.0447,2022,1,98.1,22023,103,101,Tour Group,Travel Agency,56,21,4.6,2224323,0,101
HTL0391,Marriott_391,Faisalabad,Sindh,33.8012,69.9973,2020,10,96.5,17854,198,191,Business,Walk-in,42,21,2.9,3410114,168,23
HTL0392,Avari_392,Multan,Islamabad Capital Territory,36.9717,67.34,2021,11,93.2,16054,44,41,Business,Website,51,19,3.7,658214,2,39
HTL0393,Serena_393,Lahore,Punjab,26.1577,62.5401,2022,9,22.8,3584,123,28,Individual,Travel Agency,62,11,4.7,100352,22,6
HTL0394,Serena_394,Faisalabad,Balochistan,34.2267,73.1735,2022,7,78.6,8880,98,77,Tour Group,Airbnb,107,10,2.8,683760,18,59
HTL0395,Beach Luxury_395,Faisalabad,KPK,30.3061,73.4157,2024,10,52.0,21414,127,66,Family,Travel Agency,125,20,2.7,1413324,0,66
HTL0396,Serena_396,Islamabad,Islamabad Capital Territory,34.3296,66.0688,2025,7,47.8,23822,209,100,Individual,Website,141,13,4.3,2382200,71,29
HTL0397,Ramada_397,Karachi,Balochistan,36.2039,63.6691,2025,6,28.0,15831,125,35,Business,Website,143,22,3.0,554085,25,10
HTL0398,Hotel One_398,Peshawar,Punjab,33.1827,65.1174,2025,12,77.7,13559,157,122,Individual,Travel Agency,47,14,3.8,1654198,45,77
HTL0399,Faletti's_399,Multan,Balochistan,29.9703,69.9709,2025,9,25.2,9868,107,27,Business,Airbnb,113,9,4.2,266436,16,11
HTL0400,Avari_400,Lahore,Islamabad Capital Territory,34.7469,69.1512,2022,4,98.5,3560,66,65,Individual,Walk-in,107,5,4.4,231400,13,52
HTL0401,Beach Luxury_401,Faisalabad,Balochistan,36.4001,65.1648,2022,1,74.5,10490,192,143,Business,Website,111,29,3.5,1500070,1,142
HTL0402,Hotel One_402,Quetta,Punjab,33.2987,65.1141,2022,12,19.3,7112,233,45,Individual,Airbnb,90,22,4.5,320040,42,3
HTL0403,Hotel One_403,Karachi,Sindh,35.6642,65.7441,2023,4,36.8,3740,174,64,Family,Travel Agency,139,14,4.4,239360,40,24
HTL0404,Pearl Continental_404,Peshawar,Islamabad Capital Territory,30.5489,68.9631,2024,7,80.7,3174,171,138,Business,Website,34,17,4.2,438012,68,70
HTL0405,Hotel One_405,Karachi,KPK,33.2888,73.3289,2021,8,57.9,24989,233,135,Individual,Booking.com,145,18,3.7,3373515,11,124
HTL0406,Marriott_406,Islamabad,Balochistan,31.9286,61.6926,2022,1,36.9,22549,268,99,Business,Walk-in,41,30,3.8,2232351,91,8
HTL0407,Ramada_407,Rawalpindi,KPK,36.2021,60.653,2024,7,23.3,23072,257,60,Family,Booking.com,109,24,2.6,1384320,31,29
HTL0408,Beach Luxury_408,Rawalpindi,Sindh,30.2894,70.9635,2022,6,93.8,15668,32,30,Family,Walk-in,28,25,3.2,470040,1,29
HTL0409,Pearl Continental_409,Lahore,Balochistan,26.0693,66.9939,2021,10,50.8,24684,118,60,Business,Airbnb,42,24,2.7,1481040,60,0
HTL0410,Hotel One_410,Quetta,KPK,24.0251,66.7197,2021,3,19.5,3536,149,29,Individual,Walk-in,84,18,2.9,102544,11,18
HTL0411,Faletti's_411,Peshawar,Sindh,25.8124,71.404,2025,6,59.9,22907,269,161,Family,Booking.com,28,27,2.6,3688027,52,109
HTL0412,Marriott_412,Faisalabad,Sindh,30.8774,65.1801,2020,6,68.3,4760,183,125,Business,Travel Agency,148,23,3.6,595000,49,76
HTL0413,Beach Luxury_413,Islamabad,Balochistan,27.4522,63.7649,2024,7,76.7,5907,172,132,Tour Group,Walk-in,16,25,3.5,779724,106,26
HTL0414,Ramada_414,Faisalabad,Balochistan,36.276,68.031,2023,9,18.1,22864,232,42,Tour Group,Travel Agency,44,29,4.6,960288,20,22
HTL0415,Beach Luxury_415,Rawalpindi,Sindh,25.8416,67.7476,2024,10,84.0,20167,81,68,Individual,Travel Agency,102,25,4.7,1371356,64,4
HTL0416,Serena_416,Lahore,Balochistan,36.75,60.2855,2021,9,84.3,5111,159,134,Family,Travel Agency,147,28,3.4,684874,61,73
HTL0417,Ramada_417,Lahore,KPK,25.6238,70.6748,2025,1,46.7,7379,120,56,Tour Group,Airbnb,129,22,4.3,413224,31,25
HTL0418,Beach Luxury_418,Quetta,Punjab,34.2326,67.6407,2022,6,97.2,8040,108,105,Tour Group,Travel Agency,62,29,4.8,844200,47,58
HTL0419,Marriott_419,Karachi,Sindh,30.4598,60.0389,2024,11,95.6,5693,90,86,Individual,Booking.com,83,6,3.0,489598,82,4
HTL0420,Hotel One_420,Islamabad,Balochistan,31.8623,69.558,2024,12,33.8,14973,201,68,Family,Travel Agency,18,5,4.0,1018164,51,17
HTL0421,Serena_421,Multan,Islamabad Capital Territory,25.3293,74.671,2025,3,81.0,20310,42,34,Family,Airbnb,82,19,4.3,690540,25,9
HTL0422,Hotel One_422,Faisalabad,KPK,25.7799,68.8314,2022,2,51.4,10467,286,147,Business,Airbnb,99,24,3.0,1538649,135,12
HTL0423,Faletti's_423,Multan,Sindh,34.762,62.9768,2021,3,22.8,19880,202,46,Business,Booking.com,59,20,5.0,914480,16,30
HTL0424,Beach Luxury_424,Lahore,KPK,26.9892,61.4443,2023,12,5.2,10911,174,9,Family,Airbnb,100,27,4.3,98199,6,3
HTL0425,Beach Luxury_425,Rawalpindi,Islamabad Capital Territory,30.4113,73.5314,2024,12,31.8,22565,255,81,Tour Group,Airbnb,110,21,3.2,1827765,11,70
HTL0426,Beach Luxury_426,Lahore,Sindh,30.5538,74.8549,2023,9,23.7,10430,224,53,Family,Travel Agency,97,25,2.6,552790,40,13
HTL0427,Hotel One_427,Lahore,Punjab,27.3743,61.8608,2025,1,82.8,19043,279,231,Family,Website,123,9,2.7,4398933,195,36
HTL0428,Pearl Continental_428,Multan,Balochistan,31.0096,72.0132,2025,1,87.0,24947,276,240,Business,Website,74,27,4.1,5987280,113,127
HTL0429,Faletti's_429,Faisalabad,Punjab,26.6399,69.8667,2024,1,61.5,3629,187,115,Family,Booking.com,69,5,4.8,417335,110,5
HTL0430,Pearl Continental_430,Faisalabad,Punjab,25.1934,71.6499,2023,7,24.7,7337,97,24,Business,Airbnb,116,13,3.0,176088,9,15
HTL0431,Marriott_431,Peshawar,KPK,32.8242,64.6128,2024,2,63.9,11975,36,23,Tour Group,Booking.com,101,21,4.7,275425,21,2
HTL0432,Faletti's_432,Multan,Islamabad Capital Territory,30.6149,63.0964,2023,2,31.8,17274,110,35,Business,Walk-in,135,14,3.8,604590,31,4
HTL0433,Avari_433,Islamabad,Punjab,27.3755,71.781,2023,4,59.1,13414,154,91,Family,Website,68,21,4.9,1220674,83,8
HTL0434,Ramada_434,Peshawar,Balochistan,36.8972,73.2814,2025,1,49.5,24675,186,92,Family,Booking.com,77,29,4.3,2270100,10,82
HTL0435,Pearl Continental_435,Peshawar,Balochistan,31.7754,74.5137,2024,4,73.9,10332,115,85,Business,Website,130,17,3.6,878220,81,4
HTL0436,Beach Luxury_436,Rawalpindi,Islamabad Capital Territory,25.9963,66.6999,2024,8,78.4,5515,185,145,Family,Walk-in,18,8,3.9,799675,102,43
HTL0437,Beach Luxury_437,Lahore,KPK,35.051,68.871,2022,2,76.1,4071,205,156,Tour Group,Walk-in,38,25,4.1,635076,124,32
HTL0438,Ramada_438,Karachi,Balochistan,31.1756,64.0124,2022,11,92.6,21739,231,214,Family,Walk-in,67,22,3.6,4652146,139,75
HTL0439,Serena_439,Rawalpindi,Balochistan,30.3936,67.6305,2021,4,93.5,10083,246,230,Individual,Walk-in,138,14,2.7,2319090,27,203
HTL0440,Pearl Continental_440,Peshawar,Islamabad Capital Territory,32.6007,73.9533,2025,6,95.1,4387,203,193,Individual,Booking.com,150,9,4.5,846691,192,1
HTL0441,Beach Luxury_441,Karachi,Punjab,26.5154,71.0895,2023,8,4.8,6153,293,14,Business,Airbnb,91,20,3.4,86142,4,10
HTL0442,Marriott_442,Quetta,Sindh,29.2786,60.2943,2025,1,8.8,5550,260,23,Tour Group,Website,58,23,4.7,127650,18,5
HTL0443,Serena_443,Lahore,Sindh,34.3688,61.5668,2025,2,56.6,14929,83,47,Individual,Booking.com,42,12,2.9,701663,8,39
HTL0444,Faletti's_444,Rawalpindi,Balochistan,25.9729,62.8582,2025,9,76.1,22420,46,35,Business,Website,96,13,3.5,784700,4,31
HTL0445,Avari_445,Rawalpindi,Punjab,28.8504,67.3533,2024,7,95.8,15554,288,276,Tour Group,Booking.com,91,18,3.0,4292904,260,16
HTL0446,Pearl Continental_446,Quetta,KPK,27.4408,61.5775,2025,4,94.8,18598,191,181,Family,Booking.com,42,9,2.9,3366238,100,81
HTL0447,Avari_447,Lahore,Punjab,35.0564,60.8558,2025,9,76.1,22787,46,35,Business,Airbnb,43,17,4.8,797545,17,18
HTL0448,Beach Luxury_448,Peshawar,KPK,28.0117,64.8129,2022,6,74.3,4396,35,26,Business,Website,86,25,2.9,114296,13,13
HTL0449,Beach Luxury_449,Karachi,Punjab,31.8994,73.1973,2021,10,28.7,10257,167,48,Individual,Booking.com,62,14,4.1,492336,29,19
HTL0450,Hotel One_450,Lahore,KPK,36.7439,66.8474,2022,6,18.3,5902,71,13,Tour Group,Travel Agency,46,17,4.2,76726,1,12
HTL0451,Ramada_451,Faisalabad,Sindh,28.9821,62.4359,2021,4,11.5,19540,244,28,Tour Group,Airbnb,17,25,4.2,547120,17,11
HTL0452,Marriott_452,Faisalabad,Sindh,27.2889,67.9291,2022,5,30.1,7358,186,56,Tour Group,Booking.com,11,18,3.5,412048,36,20
HTL0453,Serena_453,Faisalabad,Balochistan,32.1791,73.2759,2025,3,26.5,15688,245,65,Family,Walk-in,34,29,3.4,1019720,59,6
HTL0454,Hotel One_454,Rawalpindi,KPK,24.4758,70.668,2021,11,76.2,23429,147,112,Business,Booking.com,12,28,3.8,2624048,63,49
HTL0455,Faletti's_455,Peshawar,Sindh,29.6008,68.5546,2024,4,68.8,4325,128,88,Tour Group,Website,68,25,4.7,380600,37,51
HTL0456,Hotel One_456,Peshawar,Sindh,32.2872,73.2978,2022,6,70.0,19749,120,84,Family,Walk-in,26,25,4.7,1658916,36,48
HTL0457,Hotel One_457,Peshawar,Punjab,28.1709,68.504,2020,7,12.3,17965,244,30,Individual,Website,92,13,4.4,538950,27,3
HTL0458,Faletti's_458,Rawalpindi,Sindh,25.9863,71.2692,2023,10,47.6,18622,185,88,Family,Walk-in,83,30,4.1,1638736,31,57
HTL0459,Marriott_459,Faisalabad,Islamabad Capital Territory,35.5294,63.2823,2020,5,14.2,11688,246,35,Family,Travel Agency,82,30,3.5,409080,10,25
HTL0460,Beach Luxury_460,Islamabad,Punjab,31.6888,65.6022,2024,5,99.5,22355,201,200,Business,Walk-in,14,26,4.8,4471000,76,124
HTL0461,Faletti's_461,Rawalpindi,Punjab,24.8969,69.1569,2023,12,90.6,22846,53,48,Individual,Walk-in,82,26,3.4,1096608,30,18
HTL0462,Serena_462,Quetta,KPK,36.7133,60.65,2025,9,90.9,20498,254,231,Individual,Travel Agency,82,9,4.6,4735038,38,193
HTL0463,Beach Luxury_463,Karachi,Sindh,31.3948,70.1509,2022,4,12.5,12659,144,18,Individual,Walk-in,16,23,5.0,227862,16,2
HTL0464,Ramada_464,Lahore,Balochistan,36.4034,64.2399,2020,1,46.6,4304,292,136,Business,Walk-in,81,24,4.5,585344,132,4
HTL0465,Beach Luxury_465,Islamabad,Balochistan,31.2991,66.5684,2023,11,6.7,6657,179,12,Individual,Website,19,29,2.8,79884,8,4
HTL0466,Hotel One_466,Quetta,KPK,34.0707,71.8081,2022,8,49.4,6686,243,120,Family,Website,149,17,3.9,802320,37,83
HTL0467,Pearl Continental_467,Peshawar,Punjab,28.3295,71.8104,2025,2,54.0,14539,63,34,Business,Airbnb,15,7,3.3,494326,13,21
HTL0468,Faletti's_468,Islamabad,Islamabad Capital Territory,35.105,68.9396,2021,10,33.3,18789,36,12,Individual,Website,118,26,3.4,225468,1,11
HTL0469,Marriott_469,Lahore,Punjab,30.4727,69.0898,2020,8,70.9,15885,79,56,Family,Booking.com,110,6,3.5,889560,0,56
HTL0470,Hotel One_470,Faisalabad,KPK,25.2295,70.7559,2021,9,42.9,4929,147,63,Tour Group,Airbnb,31,25,4.1,310527,13,50
HTL0471,Hotel One_471,Karachi,Balochistan,31.3331,72.6865,2024,4,79.7,13835,69,55,Business,Walk-in,36,27,4.7,760925,53,2
HTL0472,Ramada_472,Faisalabad,Islamabad Capital Territory,32.3969,63.1654,2020,10,57.9,12036,133,77,Family,Airbnb,106,30,2.9,926772,44,33
HTL0473,Hotel One_473,Faisalabad,KPK,36.9047,72.1636,2024,3,8.0,11315,289,23,Tour Group,Booking.com,110,20,2.9,260245,14,9
HTL0474,Avari_474,Multan,KPK,29.862,72.7936,2023,2,23.1,5715,117,27,Business,Travel Agency,85,22,2.5,154305,12,15
HTL0475,Faletti's_475,Islamabad,Sindh,33.3167,64.536,2021,9,51.9,18771,287,149,Individual,Website,24,20,4.3,2796879,97,52
HTL0476,Pearl Continental_476,Multan,Islamabad Capital Territory,25.0504,73.5188,2024,10,42.6,12111,141,60,Business,Booking.com,88,20,2.7,726660,49,11
HTL0477,Avari_477,Karachi,Balochistan,26.0456,73.7586,2020,1,65.0,23743,200,130,Individual,Website,28,26,2.8,3086590,79,51
HTL0478,Beach Luxury_478,Lahore,Islamabad Capital Territory,29.2007,65.1428,2023,12,77.4,24316,31,24,Tour Group,Website,64,25,4.1,583584,21,3
HTL0479,Beach Luxury_479,Faisalabad,KPK,29.8848,71.6484,2021,1,83.9,19884,267,224,Business,Airbnb,55,12,4.5,4454016,68,156
HTL0480,Serena_480,Lahore,Balochistan,29.1125,60.7378,2023,9,2.4,7964,246,6,Family,Website,85,6,4.7,47784,5,1
HTL0481,Beach Luxury_481,Quetta,Punjab,27.3351,69.44,2025,1,36.2,7482,185,67,Business,Website,90,16,3.9,501294,40,27
HTL0482,Pearl Continental_482,Lahore,Balochistan,36.6271,62.5689,2023,2,73.4,8930,199,146,Tour Group,Walk-in,144,12,2.8,1303780,62,84
HTL0483,Faletti's_483,Rawalpindi,KPK,25.9874,67.2805,2020,3,26.5,15330,98,26,Business,Travel Agency,91,13,3.1,398580,21,5
HTL0484,Hotel One_484,Rawalpindi,Islamabad Capital Territory,35.204,64.3799,2021,4,95.7,21286,163,156,Family,Booking.com,82,10,3.6,3320616,135,21
HTL0485,Avari_485,Multan,Sindh,30.0371,72.8094,2023,10,42.6,8351,202,86,Business,Airbnb,49,17,3.1,718186,46,40
HTL0486,Ramada_486,Rawalpindi,Punjab,29.941,60.2109,2025,9,97.6,23023,85,83,Business,Travel Agency,46,18,3.6,1910909,8,75
HTL0487,Beach Luxury_487,Rawalpindi,Islamabad Capital Territory,36.7938,64.1806,2022,11,3.6,19194,248,9,Individual,Website,146,9,4.0,172746,7,2
HTL0488,Avari_488,Karachi,Balochistan,24.6898,70.1041,2024,3,63.1,12189,168,106,Business,Booking.com,104,15,3.5,1292034,53,53
HTL0489,Ramada_489,Faisalabad,Sindh,35.9366,63.2248,2023,9,86.2,5542,94,81,Business,Travel Agency,15,7,3.2,448902,12,69
HTL0490,Serena_490,Lahore,Balochistan,24.0707,62.7094,2021,3,49.8,10873,221,110,Individual,Booking.com,76,7,3.1,1196030,38,72
HTL0491,Avari_491,Quetta,KPK,31.1704,70.8324,2022,5,23.7,23640,152,36,Individual,Airbnb,105,26,3.1,851040,31,5
HTL0492,Marriott_492,Rawalpindi,Punjab,28.395,74.3293,2023,12,26.7,23804,60,16,Family,Website,83,19,2.7,380864,3,13
HTL0493,Avari_493,Karachi,KPK,26.6954,71.3008,2022,10,96.5,13528,115,111,Tour Group,Walk-in,119,11,5.0,1501608,101,10
HTL0494,Beach Luxury_494,Multan,KPK,30.3159,60.3224,2023,6,62.0,20211,79,49,Business,Airbnb,27,7,3.1,990339,13,36
HTL0495,Ramada_495,Quetta,Sindh,30.0972,70.3242,2025,7,5.7,16158,87,5,Individual,Travel Agency,142,29,3.6,80790,2,3
HTL0496,Ramada_496,Rawalpindi,Sindh,27.0583,66.0759,2021,4,30.5,4236,82,25,Tour Group,Travel Agency,136,15,3.1,105900,16,9
HTL0497,Beach Luxury_497,Islamabad,Balochistan,32.484,65.8798,2025,9,3.5,4825,288,10,Individual,Airbnb,148,20,4.5,48250,2,8
HTL0498,Serena_498,Islamabad,KPK,35.6724,68.737,2024,2,91.6,23802,131,120,Business,Website,129,17,2.9,2856240,15,105
HTL0499,Serena_499,Lahore,Sindh,35.0256,71.4502,2023,4,3.7,4085,187,7,Tour Group,Booking.com,73,13,5.0,28595,2,5
HTL0500,Serena_500,Peshawar,Sindh,36.6237,70.6746,2025,5,92.5,11170,186,172,Family,Website,64,30,3.8,1921240,90,82
HTL0501,Faletti's_501,Quetta,Sindh,32.3816,60.6504,2024,3,33.3,19059,264,88,Business,Walk-in,26,20,4.8,1677192,29,59
HTL0502,Avari_502,Islamabad,Islamabad Capital Territory,31.0952,61.9115,2024,4,63.8,4400,290,185,Family,Website,40,14,2.8,814000,125,60
HTL0503,Pearl Continental_503,Peshawar,Balochistan,36.7475,67.6104,2021,11,36.8,5299,68,25,Individual,Website,122,30,3.9,132475,21,4
HTL0504,Marriott_504,Islamabad,Islamabad Capital Territory,24.0416,67.2133,2023,9,52.4,7369,63,33,Business,Booking.com,125,11,3.8,243177,32,1
HTL0505,Beach Luxury_505,Quetta,Punjab,35.5046,70.7954,2022,10,69.5,21817,154,107,Individual,Airbnb,68,22,3.4,2334419,29,78
HTL0506,Ramada_506,Faisalabad,Sindh,36.2949,64.603,2021,2,91.7,4104,229,210,Business,Website,64,22,4.1,861840,101,109
HTL0507,Ramada_507,Rawalpindi,Islamabad Capital Territory,31.4208,64.9603,2021,2,8.5,18387,199,17,Tour Group,Airbnb,16,11,4.6,312579,9,8
HTL0508,Serena_508,Karachi,Punjab,25.8464,64.6147,2024,9,58.8,8550,296,174,Business,Airbnb,46,16,4.2,1487700,137,37
HTL0509,Pearl Continental_509,Faisalabad,KPK,28.5196,72.9337,2023,5,62.4,22850,298,186,Family,Website,60,10,4.4,4250100,33,153
HTL0510,Marriott_510,Multan,Punjab,35.7726,70.472,2023,11,79.5,16492,39,31,Business,Airbnb,96,15,2.6,511252,13,18
HTL0511,Ramada_511,Multan,Sindh,31.8839,70.2028,2025,12,68.9,10739,273,188,Business,Booking.com,31,21,3.3,2018932,37,151
HTL0512,Marriott_512,Quetta,Punjab,34.0838,74.3305,2020,4,5.6,20397,126,7,Business,Airbnb,74,24,4.3,142779,7,0
HTL0513,Ramada_513,Faisalabad,Sindh,34.7067,65.4833,2024,3,63.0,11696,73,46,Business,Walk-in,118,29,3.7,538016,33,13
HTL0514,Faletti's_514,Islamabad,Sindh,32.4665,60.7797,2022,2,69.8,7786,129,90,Family,Booking.com,98,11,3.3,700740,89,1
HTL0515,Beach Luxury_515,Karachi,Balochistan,33.2736,70.1756,2025,6,32.1,3382,162,52,Tour Group,Website,131,23,4.4,175864,47,5
HTL0516,Avari_516,Peshawar,KPK,26.7255,61.6091,2022,5,34.2,7686,161,55,Family,Booking.com,105,7,4.9,422730,41,14
HTL0517,Faletti's_517,Quetta,Islamabad Capital Territory,36.4612,60.3155,2020,3,9.4,10292,159,15,Business,Booking.com,74,25,3.3,154380,3,12
HTL0518,Ramada_518,Islamabad,Balochistan,34.7144,72.9892,2023,9,11.6,8585,293,34,Tour Group,Travel Agency,56,12,3.3,291890,33,1
HTL0519,Hotel One_519,Karachi,Sindh,30.1452,66.0605,2020,7,50.9,4045,167,85,Business,Booking.com,118,21,3.4,343825,17,68
HTL0520,Ramada_520,Lahore,Sindh,28.3349,69.848,2020,11,95.7,20758,115,110,Tour Group,Walk-in,94,30,4.7,2283380,92,18
HTL0521,Pearl Continental_521,Peshawar,Islamabad Capital Territory,35.818,69.38,2020,6,34.6,24578,52,18,Business,Travel Agency,121,8,4.0,442404,10,8
HTL0522,Beach Luxury_522,Faisalabad,Balochistan,26.09,63.1551,2024,2,4.7,8192,299,14,Family,Walk-in,40,30,3.6,114688,9,5
HTL0523,Serena_523,Karachi,KPK,28.3139,70.8723,2022,4,70.6,15814,248,175,Individual,Walk-in,16,28,4.2,2767450,155,20
HTL0524,Marriott_524,Islamabad,Sindh,31.0571,69.9871,2021,8,69.0,14505,158,109,Tour Group,Website,125,25,3.0,1581045,55,54
HTL0525,Serena_525,Multan,Balochistan,27.1212,74.696,2025,8,30.0,16690,30,9,Tour Group,Airbnb,41,25,2.7,150210,9,0
HTL0526,Hotel One_526,Quetta,Islamabad Capital Territory,34.4005,65.0751,2021,4,65.6,17279,224,147,Individual,Walk-in,86,20,3.4,2540013,104,43
HTL0527,Beach Luxury_527,Karachi,Islamabad Capital Territory,24.4525,60.0337,2023,11,96.0,18478,173,166,Business,Website,73,6,4.7,3067348,49,117
HTL0528,Ramada_528,Lahore,Balochistan,25.9302,63.2294,2024,3,78.4,10471,88,69,Individual,Travel Agency,143,11,4.3,722499,46,23
HTL0529,Pearl Continental_529,Rawalpindi,Balochistan,32.4631,67.332,2021,12,31.4,9263,35,11,Business,Walk-in,138,30,4.8,101893,5,6
HTL0530,Pearl Continental_530,Rawalpindi,KPK,28.8714,62.3222,2023,12,6.6,12633,241,16,Business,Booking.com,101,13,3.2,202128,1,15
HTL0531,Hotel One_531,Quetta,Balochistan,30.2594,64.5345,2021,2,95.9,14370,241,231,Tour Group,Travel Agency,117,19,3.0,3319470,62,169
HTL0532,Marriott_532,Faisalabad,Punjab,24.2441,70.0583,2020,5,55.8,8791,52,29,Business,Walk-in,38,10,3.4,254939,6,23
HTL0533,Serena_533,Lahore,Balochistan,30.5172,68.0696,2022,6,47.2,9692,36,17,Business,Booking.com,55,28,4.3,164764,2,15
HTL0534,Pearl Continental_534,Rawalpindi,Punjab,32.6273,67.1181,2020,3,85.6,21649,285,244,Individual,Airbnb,53,23,3.1,5282356,60,184
HTL0535,Avari_535,Lahore,Sindh,30.3432,60.2515,2020,11,93.8,14911,160,150,Individual,Website,141,26,4.0,2236650,24,126
HTL0536,Hotel One_536,Karachi,Sindh,32.9838,70.2714,2024,1,57.7,6943,97,56,Family,Website,139,23,2.5,388808,17,39
HTL0537,Marriott_537,Faisalabad,Islamabad Capital Territory,36.9538,65.4469,2024,3,86.8,17473,167,145,Family,Travel Agency,117,28,3.4,2533585,72,73
HTL0538,Faletti's_538,Lahore,KPK,35.7202,73.713,2022,6,83.1,21764,59,49,Business,Website,74,9,4.2,1066436,13,36
HTL0539,Ramada_539,Faisalabad,Punjab,25.2282,69.3436,2025,5,66.2,20721,77,51,Family,Airbnb,50,12,2.8,1056771,23,28
HTL0540,Hotel One_540,Rawalpindi,KPK,25.6133,62.8426,2021,10,33.3,16441,186,62,Family,Airbnb,103,6,3.0,1019342,29,33
